Plot;Year;Treatment;Bloc;SP1;SP3;SP4;SP5;SP6;SP7;SP8;SP9;SP11;SP12;SP13;SP14;SP15;SP16;SP18;SP19;SP20;SP21;SP22;SP23;SP24;SP25;SP26;SP28;SP30;SP31;SP33;SP34;SP35;SP36;SP37;SP38;SP39;SP40;SP41;SP42;SP43;SP44;SP45;SP46;SP47;SP48;SP49;SP50;SP51;SP52;SP53;SP55;SP56;SP57;SP58;SP60;SP62;SP63;SP64;SP65;SP67;SP68;SP69;SP70;SP71;SP72;SP73;SP74;SP75;SP76;SP77;SP78;SP79;SP80;SP81;SP82;SP83;SP84;SP85;SP86;SP87;SP88;SP90;SP91;SP92;SP93;SP94;SP95;SP96;SP97;SP98;SP99;SP101;SP102;SP103;SP104;SP105;SP106;SP107;SP108;SP109;SP110
13;2021;Mown_NPK;1;1.282051282;3.205128205;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.282051282;1.282051282;0;0;0;0;0;0;0;0;3.205128205;23.07692308;0;0;0;8.333333333;0;0.641025641;0;0;0;0;0;0;0;0;5.128205128;1.282051282;0;0;0;0.641025641;0;0.641025641;0;17.30769231;0;0;0;0;0;0.641025641;0;0;21.79487179;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.487179487;1.923076923;0;0;0;0.641025641;1.282051282;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;2021;Mown_NPK;2;1.117318436;1.117318436;0;0;14.52513966;0;0;5.586592179;0;0;0;1.675977654;0.558659218;0;0;0;0;5.027932961;0.558659218;0;0;1.675977654;0;0;0;0;0;3.910614525;8.938547486;0;0;0;3.910614525;0;0;0;0;0;0;0;0;0;0;6.145251397;0.558659218;0;1.675977654;0;1.117318436;0;0;0;0.558659218;0;0;0;0;0;0;0;0;21.22905028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.938547486;2.234636872;0;0;0;0;8.379888268;0;0;0.558659218;0;0;0;0;0;0;0;0;0;0;0;0
27;2021;Mown_NPK;2;17.75147929;1.183431953;0;0;15.97633136;0.591715976;0;2.366863905;0;0;0;0;0;0;0;0;0;0.591715976;1.775147929;0;0;0;0;0;0;0;0;2.366863905;0;0;0;0;3.550295858;0;0;0;0;0;0;0;0;0;0;4.733727811;0;0;0;0;0;0;0;0;0;2.366863905;0;0;0;0;0;0;0;20.71005917;0;0;0;0;0;0;0;0;1.183431953;0;0;0;0;0;5.917159763;2.958579882;0;0;0;0;11.24260355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4;2010;Mown_Unfertilized;1;0.649350649;1.298701299;0;0;2.597402597;1.298701299;0;0;0;0;0;0.649350649;0;0;0;0;0;3.246753247;0.649350649;0;0;0;0;0;0;0;0;1.298701299;6.493506494;0;0;0;12.33766234;0;0;0;0;0;0;0;0;0;0;5.194805195;0;0;1.298701299;0;0;0;0;0;0;3.246753247;0;0;0;0;0.649350649;0;0;7.142857143;6.493506494;0;1.948051948;0;0;0;0;0;0.649350649;0;0;0;0;0;0;19.48051948;0;0;0;22.07792208;0.649350649;0;0;0.649350649;0;0;0;0;0;0;0;0;0;0;0;0
11;2010;Mown_Unfertilized;1;4.166666667;1.388888889;0;0;5.555555556;0;0;0;0;0;0;1.388888889;0;0;0;0;0;0.694444444;0.694444444;0;0;0;0;0;0;0;0;5.555555556;7.638888889;0;0;0;3.472222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.694444444;2.777777778;0;0;0;0;1.388888889;0;0;12.5;3.472222222;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22.91666667;0;0;0;25;0;0;0;0;0.694444444;0;0;0;0;0;0;0;0;0;0;0
18;2010;Mown_Unfertilized;2;0.628930818;5.031446541;0;0;10.6918239;0;0;1.886792453;0;0;0;0;0.628930818;0;0;0;0;6.918238994;0;0;0;0;0;0;0;0;0;0.628930818;0;0;0;0;0;0;1.257861635;0;0;0;0;0;0;0;0;3.773584906;0;0;0.628930818;0;0;1.886792453;0;0;0;6.289308176;0;0;0;0;0;0;8.805031447;5.031446541;1.886792453;0;0;0;0;0;0;0;0.628930818;0;0;0;0;0.628930818;0;18.23899371;0;0;0;11.32075472;11.32075472;0.628930818;0;0;1.257861635;0;0;0;0;0;0;0;0;0;0;0
25;2010;Mown_Unfertilized;2;5.298013245;0;0;0;13.24503311;0;0;0;0;0;0;0;0;0;0;0;0;3.311258278;0;0;0;0;0;0;0;0;0;1.324503311;0;0;0;0;8.609271523;0;0;0;0;0;0;0;0;0;0;0.662251656;0;0;0.662251656;0;0;0;0;0;0;8.609271523;0;0;0;0;0;0;6.622516556;5.960264901;3.311258278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.20529801;0;0;0;19.86754967;1.324503311;0;0;0;1.324503311;0;0;0;0;0;0;0;0;0;0;0
4;2011;Mown_Unfertilized;1;0.578034682;1.156069364;0;0;2.89017341;0.578034682;0;0.578034682;0;0;0;0.578034682;0;0;0;0;0;2.89017341;0.578034682;0;0;0.578034682;0;0;0;0;0;1.156069364;5.202312139;0;0;0;9.826589595;0;0;0;0;0;0;0;0;0;0;8.670520231;0;0;0.578034682;0;0;0;0;0;0;2.89017341;0;0;0;0;1.156069364;0;0;8.670520231;11.56069364;0;1.156069364;0;0;0.578034682;0;0;0;0;0;0;0;0;0;16.1849711;0;0;0.578034682;19.07514451;0;0;0;0;0;0;0;0.578034682;0;0;0;0;0;0;0;0
11;2011;Mown_Unfertilized;1;4.968944099;1.242236025;0;0;1.863354037;0;0;0;0;0;0;2.48447205;0;0;0;0;0;0;0.621118012;0;0;0;0;0;0;0;0;4.347826087;6.211180124;0;0;0;7.453416149;0;0;0;0;0;0;0;0;0;0;0;0.621118012;0;0;0;0;0;0;0;0;3.105590062;0;0;0;0;1.863354037;0;0.621118012;13.66459627;4.968944099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20.49689441;0;0;0;22.98136646;1.242236025;0;0;0.621118012;0;0;0;0;0;0;0;0;0;0.621118012;0;0
18;2011;Mown_Unfertilized;2;1.257861635;5.031446541;0;0;7.547169811;0;0;5.031446541;0;0;0;0;0;0;0;0;0;1.257861635;0;0;0;0;0;0;0;0;0;1.886792453;0;0;0;0;0;0;0.628930818;0;0;0;0;0;0;0;0;5.031446541;0;0;0;0;0;1.886792453;0.628930818;0;0;8.176100629;0;0;0;0;0;0;11.32075472;3.773584906;1.257861635;0;0;0;0;0;0;0;0;0;0;0;0;2.51572327;0;14.46540881;0;0;0;16.98113208;8.176100629;0;0;0;2.51572327;0;0;0.628930818;0;0;0;0;0;0;0;0
25;2011;Mown_Unfertilized;2;9.356725146;5.847953216;0;0;7.602339181;0;0;0.584795322;0.584795322;0;0;0;0;0;0;0;0;3.50877193;0.584795322;0;0;0;0;0;0;0;0;0.584795322;0;0;0;0;8.771929825;0.584795322;0;0;0;0;0;0;0;0;0;0.584795322;0;0;0;0;0;0.584795322;0;0;0;7.01754386;0;0;0;0;0;0;4.678362573;5.263157895;2.339181287;0;0;0;0;0;0;0;0;0;0.584795322;0;0;0;0;14.03508772;0;0;0;21.6374269;1.754385965;0;0;0.584795322;1.169590643;0;0;0.584795322;0;0;0;0;0;0;0;0
4;2012;Mown_Unfertilized;1;1.020408163;1.020408163;0;0;3.06122449;0.510204082;0;0;0;0;0;1.530612245;0;0;0;0;0;3.571428571;1.020408163;0;0;0;0;0;0;0;0;0.510204082;4.081632653;0;0;0;10.20408163;0;0;0;0;0;0;0;0;0;0;10.71428571;0;0;1.020408163;0;0;0;0;0;0;3.571428571;0;0;0;0;1.020408163;0;0;7.142857143;9.693877551;0;2.040816327;0;0;0;0;0;0;0;0;0;0;0;0;13.7755102;0;0;0.510204082;17.34693878;1.020408163;0;0;0;0;0.510204082;0;0.510204082;0;0;0;0;0;0;0;0
11;2012;Mown_Unfertilized;1;6.32183908;2.298850575;0;0;5.172413793;0;0;0;0;0;0;0.574712644;0;0;0;0;0;1.724137931;0.574712644;0;0;0;0;0;0;0;0;4.022988506;5.172413793;0;0;0;4.022988506;0;0;0;0;0;0;0;0;0;0;0;0.574712644;0;0;0;0;0;0;0;0;4.022988506;0;0;0;0;2.298850575;0;0;13.79310345;6.896551724;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.54022989;0;0;0;21.26436782;0;0;0;0.574712644;0;0;0;0;0;0;0;0;0;0;0;0
18;2012;Mown_Unfertilized;2;0;4.320987654;0;0;9.87654321;0;0;0.617283951;0;0;0;1.234567901;0;0;0;0;0;1.234567901;0;0;0;0;0;0;0;0;0;1.234567901;0.617283951;0;0;0;0;0;0.617283951;0;0;0;0;0;0;0;0;4.320987654;0;0;0.617283951;0;0;1.234567901;0;0;0;10.49382716;0;0;0;0;0;0;9.259259259;6.790123457;1.851851852;0;0;0;0;0;0;0;0;0;0;0;0;1.234567901;0;16.04938272;0;0;0;11.11111111;11.72839506;0;0;0.617283951;2.469135802;0;0;1.234567901;0;0.617283951;0;0;0;0;0;0
25;2012;Mown_Unfertilized;2;5.780346821;4.046242775;0;0;10.98265896;0;0;0;0.578034682;0;0;0.578034682;0;0;0;0;0;4.624277457;0;0;0;0;0;0;0;0;0;0.578034682;0;0;0;0;9.248554913;0;0;0;0;0;0;0;0;0;0;0.578034682;0;0;0;0;0;0.578034682;0;0;0;8.670520231;0;0;0;0;0;0;0;15.02890173;2.89017341;0;0;0;0;0;0;0;0;0;0.578034682;0;0;0;0;14.45086705;0;0;0;9.826589595;5.202312139;0;0;0;0.578034682;0;0;0;0;0;0;0;0;0;0;0
4;2013;Mown_Unfertilized;1;1.554404145;1.03626943;0;0;3.10880829;1.03626943;0;0;0;0;0.518134715;2.07253886;0;0;0;0;0;3.626943005;1.03626943;0;0;0;0;0;0;0;0;3.10880829;6.21761658;0;0;0;11.39896373;0;0;0;0;0;0;0;0;0;0;10.88082902;0;0;1.03626943;0;0;0;0;0;0;1.03626943;0;0;0;0;0;0.518134715;0;7.772020725;8.808290155;0;1.03626943;0;0;0;0;0;0;0;0;0;0;0;0;11.39896373;0;0;0;17.0984456;0;0;0;1.03626943;0;0;0;0;0;0;0;0;0;0;0;0
11;2013;Mown_Unfertilized;1;5.625;3.125;0;0;1.25;0;0;0;0;0;0;2.5;0;0;0;0;0;2.5;4.375;0;0;0;0;0;0;0;0;4.375;3.75;0;0;0;3.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.125;0;0;0;0;0.625;0;0;16.25;6.875;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.375;0;0;0;20.625;0;0;0;0.625;0;0;0;0;0;0;0;0;0;0;0;0
18;2013;Mown_Unfertilized;2;0.684931507;4.794520548;0;0;8.219178082;0.684931507;0;2.739726027;0;0;0;0.684931507;0;0;0;0;0;4.794520548;0;0;0;0;0;0;0;0;0;1.369863014;0;0;0;0;0;0;0.684931507;0;0;0;0;0;0;0;0;4.109589041;0;0;3.424657534;0;0;2.054794521;0;0;0;5.479452055;0;0.684931507;0;0;0;0;6.164383562;7.534246575;4.109589041;0;0;0;0;0;0;0;1.369863014;0;0;0;0;1.369863014;0;15.06849315;0;0;0;8.904109589;9.589041096;0;0;1.369863014;2.054794521;0;0;0.684931507;0;0;0;0;0;0;0;0
25;2013;Mown_Unfertilized;2;8.695652174;2.717391304;0;0;7.065217391;0;0;1.086956522;0.543478261;0;0;1.086956522;0;0;0;0;0;6.52173913;2.717391304;0;0;0;0;0;0;0;0;1.086956522;0;0;0;0;8.152173913;0;1.086956522;0;0;0;0;0;0;0;0;0.543478261;0;0;0;0;0;0.543478261;0;0;0;5.434782609;0;0;0;0;0;0;4.347826087;13.58695652;3.260869565;0;0;0;0;0;0;0;0;0;0.543478261;0;0;0.543478261;0;9.239130435;0;0;0;8.152173913;2.717391304;0;0;0.543478261;1.086956522;0;0;0.543478261;0;0;0;0;0;0.543478261;0;0
4;2014;Mown_Unfertilized;1;3.125;1.5625;0;0;2.083333333;0.520833333;0;1.041666667;0;0;0;1.5625;0.520833333;0;0;0;0;3.125;0;0;0;0;0;0;0;0;0;0.520833333;0.520833333;0;0;0;9.895833333;0;0;0;0;0;0;0;0;0;0;14.0625;0;0;1.5625;0;0;0;0;0;0;1.5625;0;0;0;0;2.083333333;0.520833333;0.520833333;8.854166667;8.854166667;0;1.041666667;0;0;0;0;0;0;0;0;0;0;0.520833333;0;12.5;0;0;0;17.70833333;1.041666667;0;0;0;0;0;0;1.041666667;0;0;0;0;0;0;0;0
11;2014;Mown_Unfertilized;1;5.988023952;2.994011976;0;0;1.796407186;0;0;0;0;0;0;0;0;0;0;0;0;3.592814371;0;0;0;0;0;0;0;0;0;4.790419162;2.395209581;0;0;0;7.185628743;0;0;0;0;0;0;0;0;0;0;2.395209581;0;0;0;0;0.598802395;0;0;0;0;3.592814371;0;0;0;0;0.598802395;0;0;17.36526946;8.982035928;0;0.598802395;0;0;0;0;0;0;0;0;0;0;0;0;15.56886228;0;0;0;20.95808383;0.598802395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;2014;Mown_Unfertilized;2;0.552486188;5.524861878;0;0;3.867403315;0.552486188;0;2.209944751;0;0;0;1.104972376;0;0;0;0;0;5.524861878;0.552486188;0;0;0;0;0;0;0;0;3.314917127;0;0;0;0;0;0;0.552486188;0;0;0;0;0;0;0;0;3.314917127;0;0.552486188;5.524861878;0;0;1.657458564;0;0;0;9.392265193;0;0.552486188;0;0;0;0;3.867403315;9.392265193;4.419889503;0;0;0;0;0;0;0;0;0;0;0;0;3.867403315;0;12.70718232;0;0;0;9.944751381;8.839779006;0;0;0.552486188;0.552486188;0;0;1.104972376;0;0;0;0;0;0;0;0
25;2014;Mown_Unfertilized;2;9.32642487;5.699481865;0;0;7.772020725;0;0;1.03626943;0.518134715;0;0;1.03626943;0.518134715;0;0;0;0;3.10880829;1.554404145;0;0;0;0;0;0;0;0;0.518134715;0;0;0;0;9.32642487;0;0;0;0;0;0;0;0;0;0;0.518134715;0;1.03626943;0.518134715;0;0;1.03626943;0;0;0;6.21761658;0;0;0;0;0;0;2.590673575;12.43523316;3.10880829;0.518134715;0;0;0;0;0;0;0;0;0.518134715;0;0;0.518134715;0;9.32642487;0;0;0;8.808290155;3.626943005;0;0;0.518134715;0;0;0;0;0;0;0;0;0;0;0;0
4;2015;Mown_Unfertilized;1;3.260869565;3.804347826;0;0;1.630434783;1.086956522;0;1.630434783;0;0;0;0.543478261;0;0;0;0;0;5.434782609;0.543478261;0;0;0;0;0;0;0;0;3.260869565;0.543478261;0;0;0;13.04347826;0;0;0;0;0;0;0;0;0;0;12.5;0;0;2.173913043;0;0;0;0;0;0;2.717391304;0;0;0;0;0.543478261;0.543478261;0;4.347826087;11.95652174;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13.04347826;0;0;0;10.86956522;0;0;0;0.543478261;0;0;0;0;0;0;0;0.543478261;0;0;0;0
11;2015;Mown_Unfertilized;1;6.315789474;3.157894737;0;0;2.631578947;0;0;0;0;0;0;3.157894737;0;0;0;0;0;6.315789474;0.526315789;0;0;0;0;0;0;0;0;5.263157895;3.684210526;0;0;0;7.894736842;0;0;0;0;0;0;0;0;0;0;1.578947368;1.052631579;0;1.052631579;0;0;0;0;0;1.052631579;5.789473684;0;0;0;0;1.578947368;0;0;8.421052632;12.10526316;0;0.526315789;0;0;0;0;0;0;0;0;0;0;0;0;14.21052632;0;0;0;10.52631579;0;0;0;1.578947368;0.526315789;0;0;0;0;0;0;0;0;0;0;0
18;2015;Mown_Unfertilized;2;2.808988764;3.93258427;0;0;2.247191011;0;0;4.494382022;0;0;0;0;0;0;0;0;0;3.93258427;0;0;0;0;0;0;0;0.561797753;0;1.685393258;0;0;0;0;0;0;0.561797753;0;0;0;0;0;0;0;1.123595506;3.93258427;0;0.561797753;6.741573034;0;0;1.685393258;0;0;0;10.6741573;0;0.561797753;0;0;0;0;5.056179775;3.93258427;4.494382022;0;0;0;0;0;0;0;0;0;0;0;0;2.247191011;0;9.550561798;0;0;0.561797753;14.04494382;12.35955056;0;0;0;1.123595506;0;0;0;0;0;0;0;0;0;0;0
25;2015;Mown_Unfertilized;2;6.896551724;5.911330049;0;0;3.448275862;0;0;0.492610837;0.985221675;0;0;0.985221675;0;0;0;0;0;6.403940887;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.389162562;0;0.985221675;0;0;0;0;0;0;0;0;0.492610837;0;1.477832512;4.433497537;0;0;1.97044335;0;0;0;5.418719212;0;0;0;0;0;0;0.985221675;10.34482759;2.463054187;0.492610837;0;0;0;0;0;0;0;0;0.492610837;0;0;0.492610837;0;8.866995074;0;0;0;14.28571429;7.881773399;0;0;0;0.492610837;0;0;0;0;0;0;0;0;0;0;0
4;2016;Mown_Unfertilized;1;3.389830508;5.084745763;0;0;3.95480226;0.564971751;0;0;0;0;0;2.259887006;0;0;0;0;0;3.389830508;1.129943503;0;0;0;0;0;0;0;0;1.694915254;2.824858757;0;0;0.564971751;13.55932203;0;0;0;0;0;0;0;0;0;0;14.12429379;0;0;6.214689266;0;0;0;0;0;0;2.259887006;0;0;0;0;1.129943503;0.564971751;0;7.90960452;3.95480226;0;0.564971751;0;0;0;0;0;0;0;0;0;0.564971751;0.564971751;0;5.649717514;0;0;0;1.694915254;1.694915254;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;2016;Mown_Unfertilized;1;8.148148148;5.185185185;0;0;5.185185185;0;0;0;0;0;0;3.703703704;0;0;0;0;0;2.962962963;2.962962963;0;0;0;0;0;0;0;0;5.185185185;5.925925926;0;0;0;9.62962963;0;0;0;0;0;0;0;0;0;0;1.481481481;1.481481481;0;4.444444444;0;0;0;0;0;0.740740741;2.962962963;0;0;0;0;1.481481481;0;0.740740741;10.37037037;2.962962963;0;0;0;0;0;0;0;0;0;0.740740741;0;0;0.740740741;0;17.03703704;0;0;0;0.740740741;0;0;0;1.481481481;0;0;0;0;0;0;0;0;0;0;0;0.740740741
18;2016;Mown_Unfertilized;2;1.226993865;6.748466258;0;0;3.680981595;0;0;4.294478528;0;0;0;1.226993865;0;0;0;0;0;1.226993865;1.226993865;0;0;0;0;0;0;0;0;1.840490798;0;0;0;0;0;0;0.613496933;0;0;0;0;0;0;0;0;3.680981595;0;0.613496933;8.588957055;0;0;1.840490798;0.613496933;0;0;11.65644172;0;0.613496933;0;0;0;0;4.294478528;3.067484663;1.840490798;0;0;0;0;0;0;0;0.613496933;0;0;0;0;1.840490798;0;7.975460123;0;0;0;7.975460123;14.72392638;0;0;1.840490798;0.613496933;0;0;0;0;0;0;0;0;0;0;0
25;2016;Mown_Unfertilized;2;6.586826347;7.185628743;0;0;4.790419162;0;0;1.19760479;0.598802395;0;0.598802395;1.19760479;0;0;0;0;0;2.994011976;1.796407186;0;0;0;0;0;0;0;0;0;0;0;0;0;10.17964072;0;0;0;0;0;0;0;0;0;0;0;0;1.796407186;5.988023952;0;0;0.598802395;0;0;0;5.389221557;0;0;0.598802395;0;0;0;3.592814371;13.17365269;0;0;0;0;0;0;0;0;0;0;0.598802395;0.598802395;0;0;0;7.784431138;0;0;0;0.598802395;8.982035928;0;0;0;0.598802395;0;0;0;0;0;0;0;0;0;0;0
4;2017;Mown_Unfertilized;1;4.347826087;4.968944099;0;0;3.105590062;0;0;0.621118012;0;0;0;1.863354037;0;0;0;0;0;7.453416149;2.48447205;0;0;0;0;0;0;0;0;1.863354037;2.48447205;0;0;0;14.9068323;0;0;0;0;0;0;0;0;0;0;10.55900621;0;0;8.074534161;0;0;0;0;0;0;3.105590062;0;0;0;0;1.242236025;1.242236025;0.621118012;6.211180124;2.48447205;0;1.242236025;0;0;0;0;0;0;0;0;0;0;0.621118012;0;6.832298137;0;0;0;3.726708075;1.242236025;0;0.621118012;0.621118012;0;0;0;0;0;0;0;0;0;0;0;0
11;2017;Mown_Unfertilized;1;7.954545455;5.113636364;0;0;1.136363636;0;0;0;0;0;0;1.136363636;0;0;0;0;0;5.681818182;5.681818182;0;0;0;0;0;0;0;0;6.25;4.545454545;0;0;0.568181818;7.386363636;0;0;0;0;0;0;0.568181818;0;0;0;1.704545455;1.136363636;0;6.818181818;0;0.568181818;0;0;0;0.568181818;3.409090909;0;0;0;0;1.704545455;0;0.568181818;15.34090909;0.568181818;0;0;0;0;0;0;0;0;0;0;0;0;0.568181818;0.568181818;11.36363636;0;0;0;1.136363636;0;0;0;2.840909091;0;0;0;0;0;0;0;0;0;0;0;0
18;2017;Mown_Unfertilized;2;2.469135802;5.555555556;0;0;4.320987654;0;0;3.703703704;0;0;0;0;0;0;0;0;0;1.851851852;1.851851852;0;0;0;0;0;0;0;0;3.703703704;0;0;0;0;0;0;0.617283951;0;0;0;0;0;0;0;0;1.234567901;0;0;5.555555556;0;0;3.086419753;0;0;0;14.81481481;0;0.617283951;0;0;0;0.617283951;9.259259259;1.851851852;1.234567901;0;0;0;0;0;0;0;0.617283951;0;0;0;0;2.469135802;0;8.024691358;0;0;0;8.024691358;12.96296296;0;0;2.469135802;0;0;0;0;0;0;0;0;0;0;0;0
25;2017;Mown_Unfertilized;2;5.747126437;5.747126437;0;0;6.896551724;0;0;0;0;0;0;1.149425287;0;0;0;0;0;2.298850575;9.195402299;0;0;0;0;0;0;0;0;0.574712644;0;0;0;0;15.51724138;0;0.574712644;0;0;0;0;0;0;0;0;0;0;0;2.298850575;0;0;1.724137931;0;0;0;4.597701149;0;0;1.149425287;0;0;0;6.32183908;9.770114943;0;0;0;0;0;0;0;0;0;0;0.574712644;0;0;0;0;6.896551724;0;0.574712644;0;0.574712644;9.770114943;0;0;2.298850575;0.574712644;0;0;0;0;0;0;0;0;0;0;0
4;2018;Mown_Unfertilized;1;6.12244898;5.102040816;0;0;1.530612245;1.020408163;0;0.510204082;0;0;0;0.510204082;0;0;0;0;0;9.183673469;0.510204082;0;0;0;0;0;0;0;0;3.571428571;1.530612245;0;0;0;9.693877551;0;0;0;0;0;0;0;0;0;0;10.71428571;0;2.040816327;12.24489796;0;0;0;0.510204082;0;0;1.020408163;0;0;0;0;0;3.571428571;0;6.12244898;0.510204082;0;2.551020408;0;0;0;0;0;0;0;0;0;0;0;0;2.040816327;0;0;0.510204082;9.183673469;1.530612245;0;0;0.510204082;0;0;0;0.510204082;0;0;0;0.510204082;0;0;0;0
11;2018;Mown_Unfertilized;1;8.860759494;3.797468354;0;0;3.164556962;0;0;0;0;0;0;0.632911392;0;0;0;0;0;9.493670886;1.265822785;0;0;0;0;0;0;0;0;5.696202532;3.164556962;0;0;0;8.227848101;0;0;0;0;0;0;0;0;0;0;1.265822785;1.265822785;0;11.39240506;0;0.632911392;0;1.898734177;0;0;1.898734177;0;0;0;0;0.632911392;0;0;11.39240506;0;0;0;0;0;0;0;0;0;0;0;0;0;0.632911392;0;10.75949367;0;0;0;2.53164557;0;0;0;3.797468354;0;0;0;0;0;0;0;0;0;0;0;0
18;2018;Mown_Unfertilized;2;3.910614525;3.351955307;0;0;3.910614525;0;0;2.793296089;0.558659218;2.234636872;0;0.558659218;0.558659218;0;0;0;0;4.469273743;1.675977654;0;0;0;0;0;0;0;0;2.793296089;0;0;0;0;0;0;0.558659218;0;0;0;0;0;0;0;0;1.675977654;0;0.558659218;1.675977654;0;0;2.793296089;2.234636872;0;0;9.497206704;0;0.558659218;0;0;0;0.558659218;0.558659218;12.29050279;0.558659218;0;0;0;0;0;0;0;0;0;0;0;0;6.145251397;0;7.262569832;0;0;0.558659218;5.586592179;7.82122905;0;0;0;2.234636872;0;0;0;0;0;0;0;0;0;0;0
25;2018;Mown_Unfertilized;2;8.928571429;2.380952381;0;0;5.357142857;0;0;0;1.19047619;0;0;1.19047619;0;0;0;0;0;4.166666667;1.19047619;0;0;0;0;0;0;0;0;1.19047619;0;0;0;0;11.30952381;0;0;0;0;0;0;0;0;0;0;0;0;2.380952381;5.357142857;0;0;1.785714286;2.380952381;0;0;2.976190476;0;0;0;0;0;0;0;13.0952381;0;0;0;0;0;0;0;0;0.595238095;0;0;0;0;0.595238095;0.595238095;7.738095238;0;0.595238095;0;1.785714286;8.333333333;0;0;0;1.785714286;0;0;0;0;0;0;0;0;0;0;0
4;2019;Mown_Unfertilized;1;4.375;6.875;0;0;0.625;0;0;0;0;0;0;0;0;0;0;0;0;2.5;0.625;0;0;0;0;0;0;0;0;3.125;2.5;0;0;0;7.5;0;0.625;0;0;0;0;0;0;0;0;11.25;0.625;3.125;5.625;0;0;0;0;0;0;1.875;0;0;0;0;0;3.125;0;10.625;0;0;1.875;0;0;0;0;0;0;0;0;0;0.625;1.25;0;5.625;0;0;0.625;11.875;1.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;2019;Mown_Unfertilized;1;8.536585366;6.097560976;0;0;3.048780488;0;0;0;0;0;0;1.219512195;0;0;0;0;0;1.829268293;1.219512195;0;0;0;0;0;0;0;0;2.43902439;1.829268293;0;0;0.609756098;8.536585366;0;0;0;0;0;0;0;0;0;0;2.43902439;0.609756098;0;8.536585366;0;0;0;1.219512195;0;0;1.219512195;0;0;0;0;0;0;0.609756098;14.63414634;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.536585366;0;2.43902439;0.609756098;8.536585366;0.609756098;0;0;6.097560976;0;0;0;0;0;0;0;0;0;0;0;0
18;2019;Mown_Unfertilized;2;1.075268817;10.21505376;0;0;1.612903226;0;0;2.688172043;0;0;0;0.537634409;0;0.537634409;0;0;0;5.376344086;1.612903226;0;0;0;0;0;0;0;0;1.612903226;0.537634409;0;0;0;0.537634409;0;0.537634409;0;0;0;0;0;0;0;0;1.612903226;0;1.075268817;1.612903226;0;0;4.301075269;0.537634409;0;0;4.301075269;0.537634409;0.537634409;0;0;0;0.537634409;10.21505376;5.376344086;0.537634409;0;0;0;0;0;0;0;0.537634409;0;0;0;0;6.451612903;0;6.989247312;0;0;0;4.301075269;10.21505376;0;0;1.075268817;2.688172043;0;0;0;0;0;0;0;0;0;0;0
25;2019;Mown_Unfertilized;2;11.86440678;10.16949153;0;0;1.694915254;0;0;0.564971751;1.129943503;0;0;0;0;0;0;0;0;5.084745763;0;0;0;0;0;0;0;0;0;0.564971751;0;0;0;0;10.73446328;0;0;0;0;0;0;0;0;0;0;0;0;1.129943503;6.779661017;0;0;3.95480226;1.129943503;0;0;0.564971751;0;0;1.129943503;0;0;0;10.16949153;2.259887006;0.564971751;0;0;0;0;0;0;0;0;0;0;0;0;0.564971751;0;5.649717514;0;3.95480226;0;3.389830508;6.214689266;0;0;1.129943503;0.564971751;0;0;0;0;0;0;0;0;0;0;0
4;2020;Mown_Unfertilized;1;7.083333333;3.75;0;0;0.416666667;0.416666667;0;1.25;0;0;0;0.833333333;0;0;0;0;0;3.75;0;0;0;0;0;0;0;0;0;4.166666667;0.833333333;0;0;0;9.166666667;0;0.416666667;0;0;0;0;0;0;0;0;7.916666667;0;2.083333333;6.25;0;0;0.416666667;0.833333333;0;0;1.25;0;0;0;0;0;2.5;0;10;0.416666667;0;2.5;0;0;0.416666667;0;0;0;0;0;0;0.416666667;2.083333333;0;2.916666667;0;0.416666667;1.666666667;13.33333333;3.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;2020;Mown_Unfertilized;1;5.092592593;6.481481481;0;0;1.388888889;0;0;0;0;0;0;0;0;0;0;0;0;5.092592593;1.388888889;0;0;0;0;0;0;0;0;4.166666667;0.925925926;0;0;0;6.481481481;0;0;0;0;0;0;0;0;0;0;3.240740741;0.925925926;0;11.11111111;0;0;0;0.925925926;0;0.462962963;1.851851852;0;0;0;0;0;0;0.462962963;11.11111111;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.481481481;0;5.092592593;0;12.03703704;0.925925926;0;0;1.851851852;0.462962963;0;0;0;1.388888889;0;0.462962963;0;0;0;0;0
